issue,red1,red2,red3,red4,red5,blue1,blue2,pool_money,first_prize_count,first_prize_money,second_prize_count,second_prize_money,sales_money,date
19020,1,8,16,27,34,3,12,7305795077,4,10000000,633,56048,262801443,2019-02-23
19021,7,13,17,24,33,1,10,7281471244,3,10000000,86,431389,246282617,2019-02-25
19022,1,4,14,15,21,1,5,7260411038,3,10000000,67,690336,250698873,2019-02-27
19023,1,3,14,26,30,6,11,7266412331,1,10000000,36,1244119,271045330,2019-03-02
19024,11,17,19,29,33,8,9,7212374715,5,10000000,79,414991,253993953,2019-03-04
19025,6,13,16,19,29,3,7,7214723367,1,10000000,103,342578,254293562,2019-03-06
19026,10,12,15,17,19,2,3,7119844630,7,10000000,125,296197,276287254,2019-03-09
19027,16,18,24,25,27,2,7,7126442764,1,10000000,89,506436,258310439,2019-03-11
19028,6,22,28,29,33,2,7,7126442764,0,0,59,1146099,265043546,2019-03-13
19029,1,4,18,24,28,2,3,7130547449,1,10000000,67,868859,286607872,2019-03-16
19030,7,9,13,14,33,2,4,7130547449,0,0,68,924270,259512014,2019-03-18
19031,3,8,21,26,33,4,5,7087941067,3,10000000,364,97104,258941467,2019-03-20
19032,1,4,7,11,30,7,8,7075490420,2,10000000,86,490476,281069928,2019-03-23
19033,1,2,4,16,24,7,9,7046359233,3,10000000,35,1340977,259583444,2019-03-25
19034,8,12,15,27,30,1,2,7043311561,2,10000000,102,443242,263239739,2019-03-27
19035,1,3,5,7,18,8,9,6990724180,5,10000000,185,219952,278976389,2019-03-30
19036,3,9,21,28,30,1,12,6962303972,3,10000000,100,447761,264051280,2019-04-01
19037,6,16,26,33,35,4,8,6957878947,2,10000000,597,54212,259744189,2019-04-03
19038,5,11,16,18,27,7,12,6935534547,3,10000000,98,457972,273576520,2019-04-06
19039,1,12,18,26,35,6,12,6835874898,11,10000000,68,745698,258620074,2019-04-08
19040,1,3,31,32,34,1,3,6679434767,11,10000000,70,685657,256461644,2019-04-10
19041,12,19,20,22,28,2,6,6358353641,33,10000000,67,689483,278194830,2019-04-13
19042,4,10,13,28,33,11,12,6274619165,6,10000000,79,555574,266281814,2019-04-15
19043,2,6,7,12,15,6,12,6017894923,17,10000000,68,729171,265838829,2019-04-17
19044,3,6,10,12,31,1,2,6008098541,3,10000000,81,687437,297670249,2019-04-20
19045,1,4,16,19,33,3,12,5552688626,36,10000000,263,91568,266773843,2019-04-22
19046,2,8,14,15,35,10,12,5516686407,5,10000000,215,198355,279781730,2019-04-24
19047,3,4,10,16,32,4,9,5438181603,7,10000000,107,419370,301841890,2019-04-27
19048,6,10,16,29,33,5,11,5385687606,5,10000000,175,229553,277776696,2019-04-29
19049,10,16,22,26,27,7,11,5347345506,4,10000000,101,517399,258571922,2019-05-01
19050,4,15,16,20,35,3,12,5336065897,3,10000000,46,1084514,285832883,2019-05-04
19051,11,15,16,20,29,4,8,5344151471,1,10000000,84,500949,271425230,2019-05-06
19052,4,10,15,20,24,7,11,5313363213,4,10000000,95,486630,276499358,2019-05-08
19053,1,11,19,26,35,11,12,5323214069,1,10000000,94,626159,302681393,2019-05-11
19054,2,18,23,27,30,5,10,4984758180,29,10000000,212,111076,276149811,2019-05-13
19055,2,4,6,19,22,2,6,4963149792,3,10000000,74,569761,283602540,2019-05-15
19056,1,7,10,12,23,6,8,4915397955,5,10000000,100,521758,305996270,2019-05-18
19057,8,14,16,34,35,6,12,4894582543,3,10000000,81,571549,276199961,2019-05-20
19058,3,10,13,14,32,7,11,4845045372,5,10000000,64,645666,275571204,2019-05-22
19059,7,8,15,27,32,8,12,4833102719,3,10000000,127,362522,301599968,2019-05-25
19060,1,11,12,18,21,8,10,4833102719,0,0,93,709472,269705099,2019-05-27
19061,1,2,13,14,26,5,11,4808403292,4,10000000,101,436775,272417820,2019-05-29
19062,5,16,23,25,28,1,12,4764031989,5,10000000,170,242083,292876443,2019-06-01
19063,5,8,15,18,21,4,8,4705583932,7,10000000,158,192105,269890522,2019-06-03
19064,7,8,13,19,29,11,12,4705583932,0,0,106,418043,277172405,2019-06-05
19065,3,8,10,23,27,2,12,4677385385,3,10000000,102,491543,295446062,2019-06-08
19066,4,10,11,18,31,5,8,4639229846,5,10000000,128,265113,272861483,2019-06-10
19067,3,8,11,15,16,2,10,4596914428,6,10000000,102,534981,281702303,2019-06-12
19068,4,5,8,17,27,6,11,4527560332,6,10000000,71,570619,302523734,2019-06-15
19069,8,22,23,33,34,4,6,4409347604,13,10000000,76,664345,277867343,2019-06-17
19070,2,13,15,22,34,2,12,4419628452,1,10000000,43,1186548,271071777,2019-06-19
19071,7,13,14,15,22,7,11,4386203654,5,10000000,108,412686,295494008,2019-06-22
19072,2,4,6,9,18,7,10,4390457899,1,10000000,81,481312,269398842,2019-06-24
19073,4,11,19,20,24,8,11,4382364770,2,10000000,176,176485,271821466,2019-06-26
19074,8,9,13,14,34,5,7,4372011525,3,10000000,90,542497,301323048,2019-06-29
19075,5,6,7,11,16,2,11,4329058171,4,10000000,102,360251,264828767,2019-07-01
19076,1,6,11,23,29,1,11,4297766552,5,10000000,68,740286,266685847,2019-07-03
19077,1,15,17,21,33,7,10,4306208094,1,10000000,58,893219,293644337,2019-07-06
19078,5,10,21,26,30,1,7,4306208094,0,0,117,524589,272470927,2019-07-08
19079,10,13,16,28,35,4,5,4282392621,4,10000000,75,704932,271256673,2019-07-10
19080,5,13,18,19,24,2,7,4212738028,6,10000000,127,306022,296452290,2019-07-13
19081,6,24,26,30,33,2,7,4186160786,3,10000000,58,873889,272912117,2019-07-15
19082,6,18,20,21,31,3,4,4117332393,7,10000000,74,611256,271428141,2019-07-17
19083,17,24,26,28,32,7,9,4096211433,2,10000000,108,425427,292813014,2019-07-20
19084,12,23,25,34,35,1,7,4085660246,2,10000000,88,639090,267484415,2019-07-22
19085,4,5,6,15,26,8,11,4061417389,3,10000000,97,441006,266144001,2019-07-24
19086,5,15,16,28,31,2,7,3904840978,15,10000000,266,103760,288257269,2019-07-27
19087,5,6,18,19,27,7,12,3816395392,10,10000000,144,225581,265658108,2019-07-29
19088,1,5,18,27,33,6,8,3755102164,7,10000000,76,627469,270234407,2019-07-31
19089,9,14,18,33,34,3,12,3719449576,4,10000000,83,614487,297660456,2019-08-03
19090,13,19,28,30,33,2,12,3716328636,2,10000000,47,1057313,267395452,2019-08-05
19091,4,13,20,26,28,3,12,3724322763,1,10000000,68,731621,269521488,2019-08-07
19092,2,11,15,27,30,2,5,3693574033,4,10000000,115,422984,282457933,2019-08-10
19093,16,17,26,29,35,1,7,3598377683,9,10000000,113,284575,263591081,2019-08-12
19094,1,12,14,26,27,7,9,3605111819,1,10000000,57,786871,268760225,2019-08-14
19095,3,12,17,19,31,2,6,3519353885,7,10000000,114,383903,285599790,2019-08-17
19096,2,12,22,23,27,2,6,3519455539,1,10000000,96,527784,264716811,2019-08-19
19097,10,17,20,30,35,10,12,3499337221,3,10000000,51,935083,265934781,2019-08-21
19098,13,15,17,19,22,3,4,3413905651,7,10000000,87,561592,283264604,2019-08-24
19099,4,6,18,27,33,7,9,3199540848,19,10000000,345,60832,264966797,2019-08-26
19100,5,8,12,19,21,6,11,3013571194,13,10000000,228,97237,285699001,2019-08-28
19101,5,11,18,19,27,5,6,2965514601,6,10000000,264,131997,317232101,2019-08-31
19102,5,10,15,19,31,3,6,2971122369,1,10000000,180,238519,294439142,2019-09-02
19103,5,12,22,27,32,4,7,2866542333,9,10000000,238,115804,282169207,2019-09-04
19104,2,7,19,22,28,3,5,2854646726,3,10000000,179,279809,307889648,2019-09-07
19105,1,4,9,14,17,1,6,2849032904,2,10000000,151,286226,276792452,2019-09-09
19106,5,8,10,32,35,2,10,2849290615,1,10000000,106,517027,277501958,2019-09-11
19107,5,9,19,27,35,2,3,2814001476,4,10000000,181,197483,293549724,2019-09-14
19108,24,27,28,31,34,4,8,2810944267,2,10000000,55,818390,284940682,2019-09-16
19109,2,7,8,20,25,11,12,2807779067,1,10000000,89,449539,280419217,2019-09-18
19110,1,19,23,24,30,4,5,2796874880,3,10000000,85,625724,304148169,2019-09-21
19111,6,15,20,23,27,8,10,2773019555,4,10000000,91,523219,278838967,2019-09-23
19112,3,10,16,21,33,5,6,2636508289,13,10000000,573,44488,280910162,2019-09-25
19113,3,11,27,34,35,1,2,2630473138,2,10000000,96,620026,311100525,2019-09-28
19114,3,5,7,20,23,4,11,2618860320,3,10000000,75,710140,293032964,2019-09-30
19115,1,18,21,28,32,5,12,2576114778,6,10000000,105,498979,286493206,2019-10-09
19116,2,10,16,21,23,2,12,2540591129,4,10000000,87,770679,297819968,2019-10-12
19117,1,18,21,25,35,7,8,2510705016,4,10000000,66,806808,271077215,2019-10-14
19118,2,3,13,19,26,2,3,2505219109,2,10000000,101,406469,272734633,2019-10-16
19119,3,6,9,23,34,2,11,2450995411,4,10000000,83,611893,296906555,2019-10-19
19120,6,15,17,22,25,1,9,2417531958,4,10000000,97,417655,275763665,2019-10-21
19121,1,2,3,7,17,4,10,2389042428,3,10000000,73,661861,276665665,2019-10-23
19122,5,19,25,31,33,10,11,2388431797,1,10000000,65,800691,289532078,2019-10-26
19123,3,13,15,26,30,5,12,2325632751,6,10000000,100,379897,273397306,2019-10-28
19124,7,17,26,27,30,6,12,2320815917,2,10000000,99,413450,275959410,2019-10-30
19125,5,8,9,14,34,2,5,2290847003,4,10000000,75,755654,298679570,2019-11-02
19126,5,9,16,18,30,4,7,2177652384,10,10000000,150,205967,276082640,2019-11-04
19127,4,7,8,11,16,9,11,2135181961,5,10000000,110,377119,300600530,2019-11-06
19128,20,21,25,34,35,3,12,2137001005,2,10000000,85,699443,322813843,2019-11-09
19129,10,13,18,23,30,6,12,2091270342,6,10000000,167,245350,295027665,2019-11-11
19130,1,13,20,21,26,4,10,2080589741,3,10000000,83,556878,303550489,2019-11-13
19131,5,6,14,27,29,6,10,2069940753,3,10000000,105,522131,329976108,2019-11-16
19132,3,5,6,13,18,10,12,2031322367,5,10000000,101,519792,302574925,2019-11-18
19133,3,12,24,27,34,1,12,2012422203,3,10000000,89,644929,307662290,2019-11-20
19134,5,6,7,14,17,10,11,1982686527,4,10000000,130,414036,315940098,2019-11-23
19135,4,5,19,25,26,1,11,1952350514,4,10000000,87,544581,285312173,2019-11-25
19136,3,16,20,26,29,3,9,1836618363,9,10000000,113,364978,286999222,2019-11-27
19137,3,5,12,13,26,7,12,1811011407,4,10000000,185,222837,312773222,2019-11-30
19138,4,6,7,20,29,2,4,1807797396,2,10000000,164,319280,292541823,2019-12-02
19139,1,5,7,8,11,6,10,1732644632,7,10000000,178,175769,289227664,2019-12-04
19140,3,7,8,25,27,3,5,1668432904,7,10000000,118,334833,316440627,2019-12-07
19141,2,10,20,21,35,1,12,1655481326,3,10000000,135,378250,300500952,2019-12-09
19142,3,4,26,29,33,6,7,1627275281,3,10000000,71,705678,299921169,2019-12-11
19143,4,22,23,24,32,6,12,1598566973,5,10000000,94,657567,319892573,2019-12-14
19144,2,5,20,28,31,2,11,1542864127,5,10000000,153,220193,293207584,2019-12-16
19145,5,9,19,22,32,3,5,1484740052,5,10000000,188,231444,296865423,2019-12-18
19146,10,11,26,33,34,1,6,1381880355,15,6697152,92,159122,314007833,2019-12-21
19147,9,12,19,22,33,7,8,1365277988,6,9568706,101,108661,291104886,2019-12-23
19148,3,4,7,11,30,8,9,1357789884,5,10000000,91,119722,289764338,2019-12-25
19149,1,2,7,33,35,6,10,1422864762,0,0,85,177509,317712338,2019-12-28
19150,7,11,12,16,33,5,7,1347226024,19,6819667,115,114036,296427458,2019-12-30
20001,17,25,26,32,34,4,7,1387021575,2,10000000,95,145642,290178486,2020-01-01
20002,3,7,18,25,30,2,7,1369911816,6,9908421,152,89594,314707905,2020-01-04
20003,23,25,26,30,34,3,7,1441800542,0,0,52,333491,284089915,2020-01-06
20004,17,20,21,29,30,5,9,1439766324,4,10000000,129,80526,279672368,2020-01-08
20005,6,10,33,34,35,1,3,1430492846,7,10000000,198,70540,306743622,2020-01-11
20006,9,22,25,31,32,8,12,1474266994,1,10000000,106,118123,274628114,2020-01-13
20007,2,10,19,24,30,5,8,1413642399,12,7162433,131,96229,275894030,2020-01-15
20008,14,17,19,24,32,1,6,1436007521,4,10000000,57,344283,312604530,2020-01-18
20009,19,29,31,34,35,6,10,1426304213,6,10000000,102,152272,306054010,2020-01-20
20010,1,8,13,24,32,2,9,1408398439,6,8599471,70,114765,193022506,2020-03-14
20011,2,13,19,22,23,2,7,1392702843,5,9096183,58,158385,169402246,2020-03-16
20012,1,6,18,32,34,1,3,1417484531,2,10000000,35,268738,180512101,2020-03-18
20013,1,4,5,11,35,3,9,1382155015,9,7976833,45,278794,210216729,2020-03-21
20014,3,7,9,17,21,3,6,1368119121,4,8706884,149,44032,203414775,2020-03-23
20015,1,7,23,24,26,3,7,1389102104,2,10000000,42,280807,213742602,2020-03-25
20016,4,8,19,31,35,1,2,1414113824,3,10000000,61,217312,235862341,2020-03-28
20017,1,6,7,9,10,2,11,1394320154,6,8730653,150,56374,220830654,2020-03-30
20018,9,14,16,24,26,4,12,1443693869,0,0,69,160807,230454828,2020-04-01
20019,1,12,22,23,33,1,12,1445697714,4,10000000,65,206046,251571436,2020-04-04
20020,8,10,12,26,32,5,9,1452932120,3,10000000,76,130721,229103689,2020-04-06
20021,10,12,24,31,33,4,9,1418256965,9,8087069,129,94599,255667147,2020-04-08
20022,4,14,20,28,35,2,3,1459915832,1,10000000,85,132699,279808308,2020-04-11
20023,4,11,23,26,30,1,6,1448119562,5,10000000,76,144157,266526290,2020-04-13
20024,3,5,6,24,30,3,7,1437049655,4,9810302,143,56756,274944706,2020-04-15
20025,2,14,21,22,26,5,7,1442053199,5,10000000,81,158628,290980102,2020-04-18
20026,3,15,26,32,34,8,12,1423923368,7,9777969,97,148263,267647668,2020-04-20
20027,4,7,20,25,32,3,9,1403985232,6,9243858,76,168946,267026928,2020-04-22
20028,4,5,28,34,35,1,8,1319654038,13,6757551,201,60732,297809663,2020-04-25
20029,11,14,17,22,30,7,9,1333962954,4,10000000,100,122739,274347215,2020-04-27
20030,1,8,17,27,30,5,6,1308815503,6,9047466,154,71986,336512111,2020-04-29
20031,1,2,5,15,21,4,5,1285895989,7,9916051,102,134204,348801433,2020-05-02
20032,2,3,9,16,32,3,4,1167303638,19,5845668,169,37815,315030186,2020-05-04
20033,7,19,20,31,34,5,8,1148417852,6,10000000,96,143208,344128096,2020-05-06
20034,11,13,20,27,31,2,4,1119481106,8,9891637,65,286379,363231403,2020-05-09
20035,10,11,22,26,28,2,4,1181117013,2,10000000,80,190608,322907375,2020-05-11
20036,1,5,11,12,26,2,7,1165797220,6,10000000,99,152093,329608250,2020-05-13
20037,1,4,10,11,14,2,5,1119552352,11,8423230,163,97469,347550329,2020-05-16
20038,4,15,20,22,24,1,9,1189804474,1,10000000,68,235783,321713613,2020-05-18
20039,1,5,15,22,31,2,9,1252426577,2,10000000,82,200203,327734435,2020-05-20
20040,2,17,20,28,29,1,7,1290293247,3,10000000,99,155828,350219331,2020-05-23
20041,7,13,20,29,34,4,7,1240028370,10,8174807,85,164840,323641936,2020-05-25
20042,3,4,5,11,22,5,6,712471085,73,5024350,1424,20000,329246559,2020-05-27
20043,12,13,17,31,32,1,6,775887380,2,10000000,64,247923,361785294,2020-05-30
20044,1,3,22,28,30,2,5,793042322,4,7648434,79,159905,326278357,2020-06-01
20045,2,9,16,23,27,3,8,397099392,56,5129137,351,22068,331645185,2020-06-03
20046,15,24,27,30,34,4,12,450033830,2,10000000,93,167603,356817551,2020-06-06
20047,4,18,27,28,30,3,10,459553012,5,7088857,83,168127,329244489,2020-06-08
20048,3,9,10,15,16,7,9,464779671,6,6920039,92,145440,326341634,2020-06-10
20049,3,11,15,22,30,8,10,466168612,7,6767678,175,79868,346562943,2020-06-13
20050,3,14,16,22,34,2,6,519429958,3,10000000,47,338385,319364735,2020-06-15
20051,2,7,9,19,33,1,7,546514270,3,9837277,135,83927,316737986,2020-06-17
20052,9,11,26,28,35,6,7,617935817,1,10000000,109,139182,346849702,2020-06-20
20053,2,15,18,21,27,3,6,660208306,2,10000000,72,226197,321021775,2020-06-22
20054,11,14,15,19,20,3,7,652393350,8,6499570,109,119965,316196813,2020-06-24
20055,3,4,12,18,34,10,12,733955513,0,0,69,245252,323557054,2020-06-27
20056,3,11,25,29,34,3,6,788369268,2,10000000,77,185738,293376714,2020-06-29
20057,17,20,21,22,31,2,8,819749459,2,10000000,93,120838,290961693,2020-07-01
20058,1,15,19,26,27,5,10,801073309,5,9421778,137,80612,311403757,2020-07-04
20059,1,15,22,28,32,3,11,845222708,2,10000000,72,191667,288214989,2020-07-06
20060,12,14,25,34,35,3,12,840309834,7,10000000,109,112902,293094526,2020-07-08
20061,7,8,12,21,26,1,6,823114481,5,10000000,133,106145,311505452,2020-07-11
20062,1,5,14,23,31,2,7,811151382,5,10000000,66,144275,281547455,2020-07-13
20063,11,18,20,21,33,6,7,828120324,3,10000000,48,284622,285313485,2020-07-15
20064,5,10,23,34,35,1,11,864409231,3,10000000,75,195825,306180017,2020-07-18
20065,13,15,26,32,33,5,7,905602072,2,10000000,84,156336,275339410,2020-07-20
20066,6,14,21,34,35,3,10,918419473,4,10000000,56,230559,275984921,2020-07-22
20067,1,8,14,16,28,4,10,969682196,1,10000000,54,285608,298070364,2020-07-25
20068,15,20,23,26,33,2,8,963387967,5,10000000,110,110818,275720877,2020-07-27
20069,5,7,26,30,31,7,10,984516774,3,10000000,73,160051,276270699,2020-07-29
20070,1,22,30,31,32,4,12,1021716141,2,10000000,47,319597,294678230,2020-08-01
20071,1,12,16,28,33,3,12,992189046,7,8759262,75,171808,269034062,2020-08-03
20072,11,15,18,20,27,5,6,875748466,22,5677396,212,28888,270501710,2020-08-05
20073,4,10,12,23,27,8,9,857463718,7,9742502,129,91542,298601828,2020-08-08
20074,3,9,10,12,21,4,11,829434509,8,8240826,166,66605,270785594,2020-08-10
20075,2,9,10,21,35,1,7,848526595,4,10000000,59,217584,271697395,2020-08-12
20076,1,8,18,28,30,10,12,827752078,7,9172500,184,61724,294292139,2020-08-15
20077,17,23,28,29,32,1,3,890203888,0,0,65,213251,270568843,2020-08-17
20078,14,18,20,28,34,10,11,932733358,2,10000000,63,235153,269949871,2020-08-19
20079,4,16,24,29,35,2,12,941997906,5,10000000,78,187470,292614622,2020-08-22
20080,3,6,22,24,25,9,10,898072958,8,7392120,129,80860,263844694,2020-08-24
20081,1,13,15,32,35,8,10,941509338,2,10000000,44,319505,266594465,2020-08-26
20082,2,11,12,21,34,4,8,913232816,7,8556891,185,63356,291838192,2020-08-29
20083,1,2,17,32,34,4,9,923726887,5,10000000,56,298130,271235594,2020-08-31
20084,2,10,20,24,31,6,12,917779486,6,10000000,70,196210,281668774,2020-09-02
20085,3,4,11,15,28,2,3,817700326,19,5878445,392,20000,295847488,2020-09-05
20086,8,11,15,20,28,4,10,801056870,6,10000000,95,133505,273366854,2020-09-07
20087,1,4,20,23,29,4,8,840146319,2,10000000,55,272660,285933804,2020-09-09
20088,2,7,23,26,35,1,12,868351367,3,10000000,105,136300,297982352,2020-09-12
20089,13,16,20,22,27,1,2,910070807,2,10000000,44,336720,274438340,2020-09-14
20090,5,6,27,28,29,11,12,820939645,18,6420892,225,48126,280443686,2020-09-16
20091,12,16,20,23,31,5,12,863707288,2,10000000,82,178853,293820005,2020-09-19
20092,8,11,17,31,35,7,11,893054933,3,10000000,62,204135,269838213,2020-09-21
20093,6,14,25,27,28,4,11,939867946,1,10000000,72,200445,279991779,2020-09-23
20094,4,6,7,8,16,2,8,986269654,1,10000000,113,107925,290322382,2020-09-26
20095,2,18,25,26,32,2,7,971831930,5,10000000,113,91697,265863829,2020-09-28
20096,7,8,10,25,28,3,11,988983176,3,10000000,68,208082,282876912,2020-09-30
20097,5,25,27,30,34,6,12,963061002,8,8142371,78,118681,225919953,2020-10-05
20098,4,9,15,24,35,4,10,936316144,7,8375237,195,49312,264989928,2020-10-07
20099,2,3,11,15,27,4,12,913910111,7,9276156,177,73483,301168262,2020-10-10
20100,4,5,8,22,33,7,10,936240581,4,10000000,69,161287,274948701,2020-10-12
20101,3,4,5,9,34,7,9,942455528,5,10000000,109,118501,270291174,2020-10-14
20102,7,11,18,20,29,9,12,965450649,2,10000000,170,67717,290224663,2020-10-17
20103,7,12,13,19,23,2,8,929277059,7,7056688,182,36228,273609545,2020-10-19
20104,3,12,23,26,30,4,7,644732639,35,5543834,119,93553,276928873,2020-10-21
20105,3,8,12,13,22,4,12,669097276,4,8474471,91,143546,301070175,2020-10-24
20106,2,3,11,14,27,4,10,676948325,6,7175347,261,47698,277207977,2020-10-26
20107,1,4,13,17,28,3,7,611359963,14,5409214,193,33343,282777346,2020-10-28
20108,2,3,6,7,33,8,9,565897074,13,5881296,80,164519,304680045,2020-10-31
20109,2,20,21,23,32,6,12,616088690,1,10000000,66,193802,278965485,2020-11-02
20110,11,16,20,21,28,5,11,620860563,6,6966119,83,132491,282491639,2020-11-04
20111,5,7,9,20,28,2,7,633996339,4,7667800,110,102072,305503745,2020-11-07
20112,8,11,13,30,32,2,6,670912594,2,10000000,113,108341,278836720,2020-11-09
20113,6,14,18,28,33,2,5,686105119,5,7771898,121,105724,281010096,2020-11-11
20114,10,12,21,24,30,3,7,699754234,6,7416283,82,181463,311221154,2020-11-14
20115,1,9,18,19,23,1,9,663087702,13,5858135,161,61470,284014718,2020-11-16
20116,8,10,12,16,22,3,9,661279588,7,6651639,73,166572,281698423,2020-11-18
20117,7,19,20,23,24,5,10,657082925,6,6533726,125,82936,295676112,2020-11-21
20118,1,9,15,30,33,4,9,691143211,3,10000000,59,243507,275653893,2020-11-23
20119,14,22,24,28,32,7,8,685541779,5,6488585,63,175287,274272049,2020-11-25
20120,5,25,26,30,35,4,10,694960351,6,7151477,92,157223,301311242,2020-11-28
20121,9,17,27,28,35,3,8,658127792,12,5888553,96,115346,278202603,2020-11-30
20122,8,19,29,34,35,6,11,629576539,10,5812539,145,50433,281651508,2020-12-02
20123,1,7,11,15,21,4,11,641696961,5,7560029,163,69634,304863915,2020-12-05
20124,11,15,24,26,35,4,5,671260147,3,8940268,42,398755,278064291,2020-12-07
20125,1,2,3,8,22,1,4,699959034,2,9473073,73,188841,275346986,2020-12-09
20126,1,4,9,22,28,4,12,721797952,4,8293025,96,151985,298548217,2020-12-12
20127,1,4,17,18,26,3,10,723320954,5,6788183,51,246627,276778645,2020-12-14
20128,9,12,13,26,33,4,10,761816707,3,10000000,55,249603,274958597,2020-12-16
20129,10,22,27,33,34,1,11,816759358,2,10000000,62,265548,299215239,2020-12-19
20130,16,17,23,26,32,2,12,788606650,7,8580412,62,191821,275873752,2020-12-21
20131,8,25,27,29,35,2,3,804095087,4,7836812,84,157335,276280604,2020-12-23
20132,3,15,16,17,21,7,10,772089653,7,8732884,100,139407,305220768,2020-12-26
20133,11,24,26,33,35,8,9,802371363,2,10000000,79,125950,278817951,2020-12-28
20134,8,11,13,22,25,4,7,763061055,8,7660983,135,70426,279450044,2020-12-30
21001,2,6,12,19,33,8,9,801248468,2,10000000,103,149825,301287873,2021-01-02
21002,2,16,26,31,34,9,11,825914620,3,10000000,68,223170,278003685,2021-01-04
21003,7,21,28,31,35,4,10,811003040,6,10000000,66,182605,271582391,2021-01-06
21004,5,10,17,23,28,2,8,742165174,14,6781783,252,40037,287870674,2021-01-09
21005,3,7,10,12,35,3,5,782127364,1,10000000,77,188779,270292542,2021-01-11
21006,4,22,25,28,35,4,5,830578066,1,10000000,67,176510,273199546,2021-01-13
21007,5,23,30,34,35,8,10,854868061,3,10000000,160,81104,290613639,2021-01-16
