issue,red1,red2,red3,red4,red5,blue1,blue2,pool_money,first_prize_count,first_prize_money,second_prize_count,second_prize_money,sales_money,date
21114,8,9,13,29,30,1,11,1081182210,1,10000000,110,108970,283727610,2021-10-06
21115,8,13,19,20,29,6,10,1111593016,2,10000000,114,112841,299770302,2021-10-09
21116,4,25,28,29,35,3,11,1151852870,2,10000000,73,190970,279695241,2021-10-11
21117,11,18,21,22,33,5,6,1124390425,8,8355835,169,61934,279505700,2021-10-13
21118,14,17,18,28,34,2,3,1146057646,4,10000000,98,148407,302397723,2021-10-16
21119,1,2,9,16,30,9,10,1157376912,4,10000000,141,84057,290165267,2021-10-18
21120,5,10,21,25,31,5,11,1120909519,10,8314748,104,131354,285711031,2021-10-20
21121,2,15,19,29,30,2,9,1146249376,3,10000000,115,127063,313275937,2021-10-23
21122,14,15,26,27,29,4,5,1186675748,2,10000000,105,120192,294005109,2021-10-25
21123,8,23,26,27,33,8,9,1210823710,3,10000000,63,213247,296213304,2021-10-27
21124,10,17,22,25,35,7,9,1239396849,3,10000000,83,172900,314165395,2021-10-30
21125,17,19,21,27,31,4,9,1288689190,1,10000000,103,131680,285946298,2021-11-01
21126,1,11,12,34,35,9,12,1337033732,2,10000000,119,125662,289363128,2021-11-03
21127,1,2,15,17,26,2,11,1374522134,3,10000000,64,224471,305525077,2021-11-06
21128,14,17,18,23,27,5,8,1337287551,9,7655899,128,74441,282038607,2021-11-08
21129,2,16,17,18,34,4,10,1403814395,0,0,63,211783,294268030,2021-11-10
21130,2,3,14,27,28,5,10,1329267789,14,7136788,140,107638,317382301,2021-11-13
21131,6,8,16,34,35,5,6,1360443412,2,10000000,69,218787,296451386,2021-11-15
21132,4,21,28,29,33,3,11,1318930416,10,7538023,149,73186,297729643,2021-11-17
21133,8,9,17,26,28,6,8,1243590907,13,6695515,204,53534,327493668,2021-11-20
21134,2,6,14,19,28,1,6,1248689539,4,10000000,57,269935,308110428,2021-11-22
21135,4,7,17,29,31,5,6,1262006661,4,10000000,79,181363,314847908,2021-11-24
21136,8,12,19,27,33,2,5,1292130529,2,10000000,203,60673,327765275,2021-11-27
21137,2,7,13,14,19,4,5,1263704189,7,8951971,85,159214,302260255,2021-11-29
21138,9,11,12,15,31,5,11,1273167983,4,10000000,79,182720,303548798,2021-12-01
21139,5,13,18,23,34,8,9,1083766581,29,5837260,230,51125,328551201,2021-12-04
21140,5,24,26,33,35,9,12,1116819863,2,10000000,117,101414,305536538,2021-12-06
21141,2,8,16,29,34,5,12,1157697511,3,10000000,165,80804,303700722,2021-12-08
21142,11,13,17,19,25,2,9,1152884153,6,10000000,99,143032,321224093,2021-12-11
21143,9,17,19,29,34,4,11,1104620668,11,7088508,114,81540,295955136,2021-12-13
21144,3,20,25,30,34,2,9,1153487670,2,10000000,53,346332,307637069,2021-12-15
21145,3,8,25,29,30,1,6,1160533246,5,10000000,126,135901,320066364,2021-12-18
21146,3,5,8,18,20,9,11,1139389367,7,9538231,177,66819,293542849,2021-12-20
21147,1,2,8,12,26,1,7,1156628877,4,10000000,87,174581,294787629,2021-12-22
21148,1,4,12,16,29,4,8,1140109035,6,10000000,169,87286,309690271,2021-12-25
21149,20,26,28,30,35,10,11,1187821356,1,10000000,71,211096,288342246,2021-12-27
21150,4,10,11,23,26,7,10,1187065938,5,10000000,124,97499,297315273,2021-12-29
22001,8,11,19,22,29,3,11,1129936273,11,7127420,283,38595,323959870,2022-01-01
22002,4,6,7,9,24,4,12,1108263191,5,9208823,120,98863,293300380,2022-01-03
22003,2,18,24,25,34,8,12,1117630716,5,10000000,99,138844,293411992,2022-01-05
22004,7,20,27,30,33,3,4,1161605667,2,10000000,73,220180,318985651,2022-01-08
22005,2,13,17,19,34,5,9,1082745176,16,6275185,142,57227,290292047,2022-01-10
22006,1,5,7,17,20,5,12,1126455275,2,10000000,89,157904,292369845,2022-01-12
22007,5,22,23,25,35,3,11,1166246610,3,10000000,81,193366,314958868,2022-01-15
22008,1,2,13,18,34,6,7,1212783541,1,10000000,116,111356,288005510,2022-01-17
22009,13,14,18,31,33,7,10,1189540601,6,9417131,82,169967,295315583,2022-01-19
22010,4,19,25,31,35,2,11,1227756664,2,10000000,65,230571,305997751,2022-01-22
22011,3,5,17,24,32,5,12,1215311647,5,10000000,176,54260,288813273,2022-01-24
22012,3,5,10,33,34,7,10,1225396765,6,10000000,86,201685,327170573,2022-01-26
22013,4,9,16,25,32,5,6,1165497779,11,7485048,325,41233,328606125,2022-02-09
22014,1,4,10,18,32,1,9,1196232917,3,10000000,83,200691,297471147,2022-02-12
22015,1,2,8,12,30,5,12,1101484790,14,6507822,105,112380,274855255,2022-02-14
22016,1,7,17,26,32,1,9,1140211945,2,10000000,74,195233,285216427,2022-02-16
22017,10,14,18,23,25,7,11,1134950928,5,10000000,74,187025,295313318,2022-02-19
22018,16,21,29,31,34,6,9,1095457117,8,7631726,101,99916,272144024,2022-02-21
22019,1,4,7,17,21,1,2,1075854771,8,9950822,131,112629,287443310,2022-02-23
22020,16,17,30,31,35,8,9,1103146928,3,10000000,65,216655,302088019,2022-02-26
22021,11,15,16,18,35,6,9,1125876146,4,10000000,67,199693,281794671,2022-02-28
22022,1,5,14,17,28,6,7,1125444965,4,10000000,91,128259,290445482,2022-03-02
22023,4,5,18,20,25,11,12,1092622293,9,8399145,161,72789,308200898,2022-03-05
22024,1,2,11,30,35,1,12,1140166346,1,10000000,113,119578,282564402,2022-03-07
22025,4,7,22,24,29,1,7,1186204971,2,10000000,79,197731,287810009,2022-03-09
22026,11,14,22,23,27,8,10,1190311490,4,10000000,80,152456,302400234,2022-03-12
22027,3,6,11,31,32,5,12,1172229997,7,9789035,67,183847,272660463,2022-03-14
22028,4,9,16,17,35,1,7,1160852484,5,10000000,227,44819,271216347,2022-03-16
22029,7,8,10,14,17,10,12,1179206274,3,10000000,110,123790,287037282,2022-03-19
22030,12,14,15,21,30,1,9,1205677593,3,10000000,55,246560,264133524,2022-03-21
22031,7,14,16,20,28,4,8,1208966802,3,10000000,119,102371,275183386,2022-03-23
22032,5,9,18,31,32,1,5,1270429257,0,0,140,102698,293074610,2022-03-26
22033,8,15,16,19,33,3,4,1255163230,5,9798152,133,74353,271656444,2022-03-28
22034,2,10,24,27,28,6,7,1248571195,6,10000000,111,112921,276331348,2022-03-30
22035,9,11,13,23,31,5,8,1262351648,3,10000000,148,76412,278506614,2022-04-02
22036,18,19,21,26,34,6,7,1288426892,2,10000000,108,107106,248062195,2022-04-04
22037,1,9,17,20,28,6,10,1326357582,1,10000000,127,87671,255392443,2022-04-06
22038,7,9,11,12,26,9,12,1218640918,17,6234524,147,69639,277396313,2022-04-09
22039,1,8,11,22,31,5,11,1238597563,3,10000000,66,180645,256237338,2022-04-11
22040,10,19,25,29,33,8,12,1179022270,10,7441714,187,67198,326654540,2022-04-13
22041,5,15,25,26,33,6,11,1182772176,5,10000000,132,126495,353526676,2022-04-16
22042,8,10,11,29,32,2,6,1179249861,5,10000000,79,184764,323544249,2022-04-18
22043,2,16,17,24,30,9,12,1106933108,14,7059578,319,38045,322417914,2022-04-20
22044,1,2,16,17,20,3,7,1132266362,4,10000000,86,174317,351891169,2022-04-23
22045,2,3,7,12,20,1,5,1184751389,1,10000000,103,136728,322807049,2022-04-25
22046,6,7,12,22,27,3,5,1151734276,7,8932034,114,123578,319329723,2022-04-27
22047,7,10,11,12,33,3,11,1179450986,4,10000000,72,207855,333697226,2022-04-30
22048,16,22,28,29,32,8,9,1221336676,1,10000000,80,141701,291309246,2022-05-02
22049,6,10,20,28,35,1,10,1238138014,5,10000000,70,218856,301545430,2022-05-04
22050,2,10,21,24,30,8,10,1265185550,4,10000000,78,214716,348959440,2022-05-07
22051,1,16,17,19,33,5,6,1225933267,8,8087457,108,97034,304581312,2022-05-09
22052,1,13,18,29,35,4,9,1198829807,7,9183568,55,250344,310675547,2022-05-11
22053,9,17,19,20,25,1,9,1081408713,18,6331450,311,34155,344052818,2022-05-14
22054,5,16,21,23,34,7,10,958213630,19,6015218,223,36289,319626218,2022-05-16
22055,1,2,12,15,23,4,6,971105599,6,10000000,60,282372,327354148,2022-05-18
22056,2,11,15,17,31,7,9,1056706742,0,0,102,154372,357963502,2022-05-21
22057,6,12,18,21,35,7,10,1050548455,6,10000000,89,176774,321743486,2022-05-23
22058,3,4,24,26,35,7,8,1014062807,8,8838497,58,249060,315162700,2022-05-25
22059,4,15,18,32,34,4,9,1042057373,5,10000000,59,273757,360168383,2022-05-28
22060,2,6,10,11,20,3,9,1073598423,2,10000000,134,98602,299617214,2022-05-30
22061,6,9,19,22,30,1,6,1050658907,5,8933032,112,93357,291593427,2022-06-01
22062,5,9,11,12,31,7,11,1055150108,4,10000000,107,120888,317092728,2022-06-04
22063,2,3,22,26,31,6,10,1094156708,2,10000000,49,325472,298558863,2022-06-06
22064,2,19,22,25,35,5,7,1156831125,1,10000000,56,278504,302545998,2022-06-08
22065,5,10,13,22,28,1,4,1205499301,2,10000000,128,117523,322990947,2022-06-11
22066,2,24,25,26,34,3,12,1257070427,2,10000000,75,192989,300292058,2022-06-13
22067,4,14,15,32,33,10,11,1213949799,9,8005408,185,65265,295204928,2022-06-15
22068,3,6,10,15,23,3,8,1230825950,4,10000000,125,108789,322509914,2022-06-18
22069,2,3,23,28,35,2,9,1252345739,2,10000000,79,150496,293067958,2022-06-20
22070,1,7,17,23,35,7,11,1240666271,5,10000000,146,76452,288052831,2022-06-22
22071,9,15,19,25,29,8,9,722042899,65,5305543,348,32229,306432833,2022-06-25
22072,1,12,13,15,30,3,7,754035319,2,9788546,66,218463,285522661,2022-06-27
22073,11,18,21,25,32,2,4,795817235,2,10000000,85,176730,287420936,2022-06-29
22074,2,6,21,25,28,2,6,812683583,5,7510081,61,254763,305228062,2022-07-02
22075,4,12,13,17,18,7,9,831794198,2,10000000,107,96707,280513406,2022-07-04
22076,5,17,30,34,35,2,9,853413999,4,10000000,53,309721,279968673,2022-07-06
22077,5,10,11,16,19,1,10,822341601,7,8488725,96,127089,303064936,2022-07-09
22078,2,3,18,20,27,1,2,857454986,2,10000000,65,185043,277517440,2022-07-11
22079,7,10,19,26,32,8,12,814806480,9,7686108,153,69522,274537529,2022-07-13
22080,10,17,30,31,34,3,6,854183132,2,10000000,57,285340,297387957,2022-07-16
22081,5,10,19,31,32,9,10,656541910,35,5870791,118,108410,275005199,2022-07-18
22082,4,26,27,30,33,2,9,683037489,3,9128455,58,212523,273662938,2022-07-20
22083,2,9,17,26,32,4,6,694213668,5,7308055,331,36570,294221785,2022-07-23
22084,3,11,19,25,27,4,12,725347023,3,10000000,89,139730,273954096,2022-07-25
22085,11,16,31,33,35,6,8,779393038,1,10000000,67,217641,272086031,2022-07-27
22086,4,10,21,28,31,8,11,794672441,4,7547381,101,128648,297073867,2022-07-30
22087,4,6,10,24,28,6,12,840840032,2,10000000,64,208288,274453796,2022-08-01
22088,1,8,10,20,35,6,11,812522097,6,8871797,56,236609,265773772,2022-08-03
22089,1,20,21,31,33,3,11,884490881,0,0,102,134608,283719023,2022-08-06
22090,1,20,24,25,31,9,12,912078544,3,10000000,100,134459,267762065,2022-08-08
22091,2,11,20,22,34,4,12,892175409,8,9889786,54,245249,264872501,2022-08-10
22092,1,4,12,23,29,5,12,924505092,3,10000000,98,142234,284162500,2022-08-13
22093,7,11,14,21,29,7,10,835132342,15,6181280,114,71002,263859632,2022-08-15
22094,3,4,7,12,19,2,5,765240459,11,6755759,116,93869,263091435,2022-08-17
22095,5,8,22,25,35,2,7,779067575,4,7575561,86,138200,285755605,2022-08-20
22096,16,19,24,27,33,1,6,818056288,1,10000000,82,156359,265333149,2022-08-22
22097,5,13,22,28,29,5,11,812318846,5,10000000,133,75131,265903896,2022-08-24
22098,1,3,6,11,13,3,11,808652607,7,10000000,91,159365,290597334,2022-08-27
22099,7,18,25,27,33,4,5,828721804,2,10000000,92,117690,262403522,2022-08-29
22100,10,19,20,23,31,3,7,778544296,12,6928361,225,34966,263081270,2022-08-31
22101,2,4,6,7,8,3,6,795328776,5,7881688,242,51126,285323196,2022-09-03
22102,1,5,14,20,30,2,4,802491818,5,7098382,111,98795,254102938,2022-09-05
22103,8,12,16,21,32,1,12,828275400,2,10000000,87,150792,257860867,2022-09-07
22104,3,5,13,19,25,2,5,815868127,5,10000000,152,66422,278107743,2022-09-10
22105,1,8,9,21,22,1,4,797227538,6,9548733,132,87218,261227681,2022-09-12
22106,16,17,21,28,32,4,7,817054417,4,8148482,71,189339,263686397,2022-09-14
22107,7,9,19,28,29,8,10,771831893,11,7084969,326,22384,289183885,2022-09-17
22108,4,7,13,26,28,7,11,796949042,2,9817382,114,97359,270398530,2022-09-19
22109,5,9,24,29,35,5,12,726986669,13,5529833,108,89188,274478389,2022-09-21
22110,2,13,16,18,23,3,6,741140376,5,7700255,106,102849,293502614,2022-09-24
22111,6,12,16,19,31,6,10,770835539,3,10000000,81,165393,275608888,2022-09-26
22112,4,11,18,20,26,6,12,782148237,6,7374292,92,133251,277451326,2022-09-28
22113,13,15,22,31,33,5,12,816761134,3,10000000,61,229523,276092506,2022-10-05
22114,11,21,24,27,28,5,10,850606831,3,10000000,146,79680,279880005,2022-10-08
22115,17,19,20,23,27,3,8,876900513,1,10000000,73,129865,264625441,2022-10-10
22116,1,7,20,22,31,7,12,903895960,2,10000000,93,133489,268635897,2022-10-12
22117,9,12,15,21,32,2,7,943874219,2,10000000,100,133836,288760077,2022-10-15
22118,2,5,15,17,26,2,8,980149420,2,10000000,79,168497,266205201,2022-10-17
22119,1,9,16,25,29,4,9,935330701,9,6378248,187,27731,265928079,2022-10-19
22120,11,22,26,30,33,3,5,785438059,20,6147599,128,104891,297092815,2022-10-22
22121,4,15,16,20,21,4,5,808811732,4,8403281,157,75311,273260256,2022-10-24
22122,4,15,17,19,25,6,12,833361576,3,10000000,78,152034,274529792,2022-10-26
22123,2,20,28,29,30,7,10,807264782,6,8863199,84,146975,305820352,2022-10-29
22124,2,4,11,25,30,6,12,829363342,4,10000000,81,184091,280957519,2022-10-31
22125,3,7,14,16,19,1,11,847578280,3,10000000,59,185273,281402027,2022-11-02
22126,4,5,8,22,35,1,3,858035622,4,10000000,108,124630,302545991,2022-11-05
22127,2,3,8,9,20,4,10,898918318,1,10000000,111,104450,281679123,2022-11-07
22128,10,19,21,23,35,4,10,971487159,0,0,59,267208,287676329,2022-11-09
22129,10,17,23,34,35,1,4,1037498580,1,10000000,73,234563,296103979,2022-11-12
22130,5,7,15,18,23,5,10,1072190624,1,10000000,116,96255,276026401,2022-11-14
22131,2,6,8,10,17,5,6,1023428077,13,7230419,130,68297,280955531,2022-11-16
22132,2,27,30,34,35,9,12,1087727608,1,10000000,78,210404,303478141,2022-11-19
22133,1,2,14,30,31,6,9,1126501375,2,10000000,74,189237,268194352,2022-11-21
22134,3,16,23,27,32,3,6,1082667691,10,7180775,131,67295,260504803,2022-11-23
22135,9,10,27,31,32,1,3,1072783225,5,10000000,47,310719,276637790,2022-11-26
22136,1,11,15,17,33,3,11,1089020630,4,10000000,47,248618,243043220,2022-11-28
22137,5,6,8,15,20,7,8,1041138783,8,6803296,135,50059,236652115,2022-11-30
22138,5,13,16,27,33,7,12,983440468,14,7323910,76,164786,263569680,2022-12-03
22139,1,13,14,22,35,2,5,1016097851,2,10000000,85,161085,249420144,2022-12-05
22140,5,15,25,26,29,4,12,984601778,7,8414552,111,119164,263913540,2022-12-07
22141,5,6,14,24,25,2,4,1047136066,0,0,114,116962,280927317,2022-12-10
22142,7,12,14,29,35,1,11,1078507658,2,10000000,83,149783,261964327,2022-12-12
22143,10,13,14,27,33,7,8,1091325801,3,10000000,121,87291,250946991,2022-12-14
22144,3,4,8,15,21,4,7,1077698267,5,9732901,111,87397,254622809,2022-12-17
22145,10,20,29,30,35,6,9,1054075163,5,8228015,141,54684,235282028,2022-12-19
22146,1,21,23,28,35,7,9,1091896946,1,10000000,29,425529,226981538,2022-12-21
22147,4,12,22,28,30,9,11,1126392172,2,10000000,95,119521,242212561,2022-12-24
22148,4,5,6,26,27,7,12,1098940648,6,8092788,138,55924,222561477,2022-12-26
22149,15,19,22,26,28,2,7,1073084050,7,8559676,46,220095,227015437,2022-12-28
22150,6,7,26,29,30,3,12,1071397016,4,10000000,117,105068,267131944,2022-12-31
23001,18,19,24,27,34,11,12,1124542797,0,0,64,191196,244595607,2023-01-02
23002,11,14,21,26,27,2,7,1153840957,3,10000000,48,282518,255061637,2023-01-04
23003,5,6,14,21,22,2,9,1140824558,6,10000000,96,131395,281549083,2023-01-07
23004,4,13,15,20,22,4,8,1157028436,3,10000000,106,100245,258433073,2023-01-09
23005,1,3,10,20,29,6,11,1150759496,5,10000000,113,83679,271728892,2023-01-11
23006,2,4,12,27,35,6,7,1166367355,2,10000000,123,93427,286730809,2023-01-14
23007,2,3,24,30,32,1,6,1214621617,2,10000000,48,338929,270298202,2023-01-16
23008,4,9,17,22,25,1,5,1153640353,11,6668897,243,37136,322639161,2023-01-18
23009,1,5,11,15,33,1,10,1167513305,3,10000000,89,167200,288306205,2023-01-30
23010,5,6,13,23,26,1,6,1144740863,7,8119275,377,20484,272385898,2023-02-01
23011,2,7,8,17,25,1,3,1156695739,4,10000000,155,79540,297936990,2023-02-04
23012,7,16,17,18,28,2,3,1048716294,17,6215753,136,77035,274786290,2023-02-06
23013,1,2,9,23,25,2,6,1040036602,5,10000000,89,163041,290272193,2023-02-08
23014,3,8,18,22,24,1,9,1037380726,5,10000000,156,85206,308698349,2023-02-11
23015,8,16,24,25,34,8,12,1006012729,6,8742063,70,194129,286304176,2023-02-13
23016,2,4,12,31,32,7,11,929208065,11,6710087,85,134111,294344609,2023-02-15
23017,2,5,9,22,27,10,11,709369027,30,5817626,101,143902,325814136,2023-02-18
23018,4,8,17,26,30,3,11,732297154,3,8442888,152,87105,297501654,2023-02-20
23019,5,8,9,11,15,6,8,706197257,10,5948278,131,73156,298433689,2023-02-22
23020,5,6,23,25,28,6,9,648355013,13,5492927,272,25125,323977748,2023-02-25
23021,2,9,18,23,27,3,5,648618913,5,6737925,264,38095,304448024,2023-02-27
23022,7,11,15,26,28,8,10,656985939,5,7161286,224,54181,304855393,2023-03-01
23023,9,21,23,25,33,3,10,641960896,13,6369271,47,362879,327693006,2023-03-04
23024,11,15,24,27,30,1,10,662152862,5,7924611,111,135800,299898051,2023-03-06
23025,3,9,27,30,31,11,12,667313213,6,6917554,105,136852,298831206,2023-03-08
23026,2,13,24,27,30,1,6,733932865,1,10000000,90,199360,316826904,2023-03-11
23027,9,10,12,15,23,3,6,734749841,5,6766822,125,75900,288212889,2023-03-13
23028,1,3,29,30,34,4,12,807820511,0,0,52,299559,293553586,2023-03-15
23029,7,25,27,34,35,9,11,873738106,0,0,79,179115,309186270,2023-03-18
23030,6,11,12,20,35,5,12,880358984,5,10000000,82,166908,291586529,2023-03-20
23031,5,7,8,16,25,3,11,861440447,6,9483426,146,84608,287302404,2023-03-22
23032,5,6,18,28,30,2,7,771590190,17,6288243,133,73933,308131139,2023-03-25
23033,4,6,10,11,25,7,9,787964750,4,7900471,94,128909,289373837,2023-03-27
23034,7,9,10,15,24,4,12,803285353,5,7780731,110,108314,287732716,2023-03-29
23035,7,14,23,25,29,2,11,790017645,6,9979848,238,47702,310558399,2023-04-01
23036,1,13,22,26,31,2,10,752208151,10,5516938,503,20000,285032829,2023-04-03
23037,6,8,16,20,24,7,8,768030436,5,7815329,136,90445,284657775,2023-04-05
23038,4,10,18,27,32,10,12,806289674,2,10000000,158,87329,311720942,2023-04-08
23039,2,24,26,30,34,6,7,869785637,2,10000000,74,231241,368190696,2023-04-10
23040,4,5,18,22,30,5,12,827601740,10,8838815,101,163388,369110639,2023-04-12
23041,5,8,13,26,35,5,9,794168912,10,9113936,167,88299,389220667,2023-04-15
23042,2,16,21,23,27,1,8,828299304,4,8825763,90,177996,362398489,2023-04-17
23043,2,4,17,20,27,1,8,853496452,4,10000000,126,129148,356711435,2023-04-19
23044,2,6,7,8,15,7,10,868495061,5,10000000,140,98608,378830462,2023-04-22
23045,7,10,13,28,31,4,5,855642317,6,10000000,170,68608,346712734,2023-04-24
23046,13,21,25,28,32,2,10,948200742,0,0,43,414384,352135852,2023-04-26
23047,10,12,13,24,25,11,12,952628083,6,10000000,95,174412,362544707,2023-04-29
23048,7,13,16,25,32,9,11,994472934,2,10000000,68,228710,313990124,2023-05-01
23049,3,17,22,26,28,7,12,997411126,4,10000000,99,113704,331270234,2023-05-03
23050,8,9,14,25,29,4,6,1005750816,5,10000000,124,111057,375710449,2023-05-06
23051,3,11,19,29,33,3,12,859364126,21,6007213,1228,20000,349432627,2023-05-08
23052,2,8,11,30,33,5,8,854240159,5,10000000,82,157172,355627104,2023-05-10
23053,1,3,11,14,20,2,11,892267764,3,10000000,90,179003,372295609,2023-05-13
23054,19,25,30,31,34,7,9,874577474,6,10000000,197,82842,350143702,2023-05-15
23055,6,8,12,13,15,1,6,856791469,5,10000000,138,103286,350342112,2023-05-17
23056,13,22,24,33,34,1,2,920035696,3,10000000,60,346987,398657811,2023-05-20
23057,1,5,6,19,24,5,11,903873950,8,10000000,92,165577,344889264,2023-05-22
23058,19,22,29,32,35,5,8,872966225,8,9329207,93,163975,363828515,2023-05-24
23059,9,13,23,25,28,4,7,812443525,9,7257198,198,55788,358763124,2023-05-27
23060,2,7,19,24,30,9,12,688684878,20,5803660,307,22911,310894364,2023-05-29
23061,7,11,21,30,32,5,7,750108293,1,10000000,76,193702,309303838,2023-05-31
23062,6,8,22,24,30,1,8,758202286,6,7027511,146,97706,326064748,2023-06-03
23063,4,18,29,31,34,6,9,758945368,6,6757853,91,129591,302254758,2023-06-05
23064,2,6,9,31,32,3,7,747516040,8,6313601,201,46580,306244331,2023-06-07
23065,8,14,16,21,25,3,12,807401652,1,10000000,223,76578,326869150,2023-06-10
23066,6,11,13,30,32,1,3,846071268,3,10000000,93,183571,311912224,2023-06-12
23067,2,28,30,33,35,2,10,877298737,2,10000000,173,67865,306580086,2023-06-14
23068,21,22,24,27,31,7,8,874858099,7,10000000,76,193650,323126932,2023-06-17
23069,8,20,21,25,32,5,7,908523228,2,10000000,134,97277,295437282,2023-06-19
23070,10,26,29,32,33,3,11,896500868,7,10000000,101,134258,299252381,2023-06-21
23071,2,11,12,32,34,10,12,901185515,4,10000000,194,72403,317016133,2023-06-24
23072,5,6,9,11,14,2,4,932426488,3,10000000,123,103431,303438691,2023-06-26
23073,15,25,28,30,35,8,10,940619193,4,10000000,151,77162,300986764,2023-06-28
23074,3,13,22,29,34,2,9,959326220,4,10000000,85,183380,317553672,2023-07-01
23075,7,17,20,23,32,5,11,917148171,9,7321734,172,57997,291887672,2023-07-03
23076,8,9,11,26,34,2,7,948501277,3,10000000,100,132704,299341312,2023-07-05
23077,5,16,18,26,35,3,6,880499424,13,7106555,108,113314,310865876,2023-07-08
23078,2,3,6,26,27,7,8,846788540,8,8140301,124,87196,290049087,2023-07-10
23079,6,8,26,29,34,5,8,860725831,5,10000000,72,180335,297882990,2023-07-12
23080,1,2,9,16,30,1,11,899395410,2,10000000,130,113278,319156762,2023-07-15
23081,5,6,23,28,35,7,10,841378608,13,7201205,140,79676,293496142,2023-07-17
23082,2,8,9,15,20,3,9,827085116,5,9527865,167,53347,299141777,2023-07-19
23083,13,15,21,25,32,9,10,790074141,8,8765209,71,227041,317082009,2023-07-22
23084,3,5,8,24,32,7,8,809598279,3,8187716,111,100937,290429825,2023-07-24
23085,11,12,26,31,35,5,7,862163415,0,0,72,165469,293963316,2023-07-26
23086,3,11,15,20,35,7,11,864979868,6,10000000,54,313987,311653031,2023-07-29
23087,3,4,16,19,24,4,5,895827940,2,10000000,114,101954,286062808,2023-07-31
23088,8,14,16,22,24,9,12,871592817,7,9324634,79,176397,287409545,2023-08-02
23089,3,12,20,26,35,2,12,904845174,4,10000000,90,163975,306682199,2023-08-05
23090,8,11,12,19,35,11,12,762647025,28,5993406,199,53508,280933706,2023-08-07
23091,6,16,18,28,29,7,11,755893826,7,6453360,164,65846,289311919,2023-08-09
23092,3,16,21,26,32,3,12,795974256,3,10000000,126,124472,306558540,2023-08-12
23093,11,14,17,19,21,1,5,816338505,4,7978094,81,163503,286169239,2023-08-14
23094,12,19,22,28,32,8,12,867355969,1,10000000,102,135725,285551526,2023-08-16
23095,8,19,28,32,34,3,7,915556976,1,10000000,75,179885,307851614,2023-08-19
23096,6,7,14,21,31,3,10,966376074,1,10000000,89,164626,282075812,2023-08-21
23097,6,7,18,20,22,3,9,958839854,6,10000000,85,137779,283734165,2023-08-23
23098,2,7,15,30,34,5,9,933433567,6,9391734,75,192083,304752327,2023-08-26
23099,9,11,13,22,23,6,7,830398089,17,6065668,176,44674,282172880,2023-08-28
23100,4,6,13,19,35,9,11,888328938,1,10000000,54,283431,286977321,2023-08-30
23101,6,14,16,17,28,7,10,893838614,4,10000000,94,142203,315967170,2023-09-02
23102,2,4,7,16,33,7,11,943721192,2,10000000,69,201538,295396987,2023-09-04
23103,8,11,19,31,32,8,11,920553793,6,8485103,237,40103,294563981,2023-09-06
23104,6,15,16,32,33,8,10,772096222,22,6310674,133,112368,315933686,2023-09-09
23105,7,8,19,20,25,2,11,594852807,26,5322339,176,66865,294104641,2023-09-11
23106,16,24,26,28,31,1,6,663727794,0,0,44,346897,300068817,2023-09-13
23107,1,12,15,16,18,3,10,728703279,1,10000000,80,208139,324896606,2023-09-16
23108,5,6,17,30,32,2,8,734949392,5,7050476,135,88715,301547351,2023-09-18
23109,1,12,21,22,31,2,9,769146801,2,9999751,106,137876,300583964,2023-09-20
23110,4,9,11,13,17,7,8,799033238,3,10000000,136,105043,316886671,2023-09-23
23111,3,12,15,28,35,2,12,826081056,3,9178567,168,76073,294847714,2023-09-25
23112,1,11,17,22,27,2,9,843710765,4,10000000,98,138141,294348984,2023-09-27
23113,6,8,30,32,33,3,10,824494856,6,9413555,143,83572,299774264,2023-09-30
23114,2,25,27,30,35,1,10,877911008,3,10000000,58,339994,324479019,2023-10-07
23115,7,10,23,31,34,2,10,840443521,9,7616663,177,57512,292932368,2023-10-09
23116,1,3,9,18,29,4,9,814561510,7,8003202,196,38117,300369085,2023-10-11
23117,5,7,15,18,20,3,4,833842004,5,10000000,110,134577,323243808,2023-10-14
23118,6,7,13,25,33,5,8,800852861,8,7792198,102,91286,298333764,2023-10-16
23119,4,8,10,14,21,4,10,812121301,4,10000000,106,126259,302972888,2023-10-18
23120,2,8,16,31,34,1,10,864940795,2,10000000,130,148794,318242674,2023-10-21
23121,5,11,15,23,33,1,9,828549499,12,8513200,94,147219,305281727,2023-10-23
23122,1,7,9,25,29,10,12,852345166,3,10000000,148,86604,302656130,2023-10-25
23123,2,14,16,28,30,2,7,865257536,4,10000000,128,102753,325381412,2023-10-28
23124,6,18,23,27,32,6,10,891019556,2,10000000,185,51836,308575993,2023-10-30
23125,7,25,26,29,32,2,8,942573827,1,10000000,67,229717,317245687,2023-11-01
23126,7,12,17,26,34,2,6,901877084,13,8662429,101,177906,333657269,2023-11-04
23127,4,7,8,18,19,2,6,926105316,3,10000000,126,109972,301104265,2023-11-06
23128,1,5,7,12,13,2,6,951297118,4,10000000,100,152691,304299864,2023-11-08
23129,9,23,25,27,33,6,12,996449656,2,10000000,101,157984,330972531,2023-11-11
23130,13,20,27,29,30,1,7,1023653096,3,10000000,90,163618,307985223,2023-11-13
23131,3,7,21,22,24,6,7,1049374831,2,10000000,157,83937,311865692,2023-11-15
23132,3,4,12,15,23,2,6,1084953129,4,10000000,88,193088,335031221,2023-11-18
23133,10,18,25,28,33,5,11,1062683066,6,8695944,164,61063,316833724,2023-11-20
23134,10,15,22,27,33,1,12,1094743541,5,10000000,70,259476,326277594,2023-11-22
